Date,BoroughID,grocery_pharmacy,parks,residential,retail_recreation,transit,workplaces
2020-11-06,23,-13,124,19,-59,-51,-47
2020-11-06,24,-7,7,18,-44,-46,-44
2020-11-06,25,-4,36,24,-56,-57,-58
2020-11-06,26,-16,-23,25,-67,-62,-56
2020-11-06,27,-13,42,20,-53,-54,-49
2020-11-06,28,-20,-39,27,-67,-67,-63
2020-11-06,29,-5,21,20,-43,-50,-48
2020-11-06,30,-8,24,28,-61,-54,-57
2020-11-06,31,-8,0,21,-59,-45,-50
2020-11-06,32,-13,-18,24,-74,-65,-57
2020-11-06,33,-17,59.5,23,-65,-54,-51
2020-11-07,1,-62,-83,0,-88,-78,-66
2020-11-07,2,-50,-56,15,-89,-80,-41
2020-11-07,3,-8,45,12,-44,-41,-27
2020-11-07,4,-10,77,14,-56,-51,-35
2020-11-07,5,-12,58,14,-61,-55,-25
2020-11-07,6,-11,90,13,-57,-47,-35
2020-11-07,7,-10,35,15,-62,-54,-27
2020-11-07,8,-38,16,15,-80,-76,-34
2020-11-07,9,-9,82,14,-64,-57,-27
2020-11-07,10,-11,68,14,-51,-52,-32
2020-11-07,11,-12,60,13,-52,-45,-26
2020-11-07,12,-6,57,15,-68,-60,-35
2020-11-07,13,-25,43,16,-77,-66,-45
2020-11-07,14,-16,46,15,-55,-54,-44
2020-11-07,15,-10,120,14,-59,-47,-26
2020-11-07,16,-18,32,14,-63,-50,-27
2020-11-07,17,-13,106,14,-55,-69,-25
2020-11-07,18,-8,39,13,-49,-46,-32
2020-11-07,19,-8,51,15,-75,-65,-33
2020-11-07,20,-13,-7,16,-67,-64,-34
2020-11-07,21,-6,69,15,-51,-52,-36
2020-11-07,22,-17,40,14,-60,-55,-35
2020-11-07,23,-19,125,13,-66,-57,-35
2020-11-07,24,-13,19,13,-49,-51,-28
2020-11-07,25,-3,64,15,-52,-56,-40
2020-11-07,26,-18,-5,15,-65,-65,-36
2020-11-07,27,-18,57,14,-58,-58,-32
2020-11-07,28,-22,-19,15,-61,-64,-38
2020-11-07,29,-5,35,14,-46,-51,-37
2020-11-07,30,-12,56,16,-63,-59,-34
2020-11-07,31,-10,9,14,-64,-49,-35
2020-11-07,32,-16,-3,15,-79,-73,-36
2020-11-07,33,-19,76,15,-69,-58,-33
2020-11-08,1,-69,-84,0,-86,-77,-66
2020-11-08,2,-51,-58,13,-87,-80,-45
2020-11-08,3,-15,45,10,-48,-42,-29
2020-11-08,4,-18,60,12,-59,-53,-37
2020-11-08,5,-18,37,11,-61,-49,-30
2020-11-08,6,-10,54,11,-61,-49,-38
2020-11-08,7,-16,29,11,-62,-51,-29
2020-11-08,8,-41,6,13,-79,-77,-37
2020-11-08,9,-17,44,11,-66,-57,-28
2020-11-08,10,-14,30,11,-54,-53,-36
2020-11-08,11,-16,34,11,-56,-43,-31
2020-11-08,12,-17,31,12,-66,-58,-37
2020-11-08,13,-34,22,13,-77,-67,-44
2020-11-08,14,-23,21,12,-59,-56,-47
2020-11-08,15,-15,66,11,-61,-45,-28
2020-11-08,16,-22,43,11,-64,-48,-29
2020-11-08,17,-18,74,11,-57,-70,-29
2020-11-08,18,-21,19,11,-52,-49,-36
2020-11-08,19,-19,44,13,-74,-68,-33
2020-11-08,20,-20,-3,13,-67,-64,-35
2020-11-08,21,-14,58,12,-54,-54,-37
2020-11-08,22,-27,21,12,-62,-56,-37
2020-11-08,23,-23,116,11,-64,-55,-36
2020-11-08,24,-13,18,11,-52,-51,-32
2020-11-08,25,-13,40,12,-58,-61,-44
2020-11-08,26,-21,2,13,-66,-66,-39
2020-11-08,27,-20,46,11,-60,-55,-36
2020-11-08,28,-39,-17,13,-63,-64,-39
2020-11-08,29,-11,57,11,-48,-53,-40
2020-11-08,30,-27,35,13,-63,-62,-33
2020-11-08,31,-16,6,11,-66,-51,-37
2020-11-08,32,-21,-5,13,-79,-72,-42
2020-11-08,33,-26,73,12,-70,-52,-41
2020-11-09,1,-75,-87,0,-89,-80,-66
2020-11-09,2,-47,-54,24,-84,-75,-64
2020-11-09,3,-8,39,13,-35,-37,-37
2020-11-09,4,-12,50,19,-48,-49,-49
2020-11-09,5,-12,42,17,-47,-48,-46
2020-11-09,6,-8,86,17,-46,-42,-44
2020-11-09,7,-12,24,21,-51,-52,-52
2020-11-09,8,-43,9,24,-78,-73,-63
2020-11-09,9,-10,52,18,-52,-49,-41
2020-11-09,10,-12,42,18,-42,-47,-45
2020-11-09,11,-11,45,15,-40,-42,-41
2020-11-09,12,-14,50,22,-59,-57,-56
2020-11-09,13,-33,13,24,-69,-54,-61
2020-11-09,14,-18,37,20,-47,-51,-54
2020-11-09,15,-9,75,18,-45,-45,-42
2020-11-09,16,-13,-2,16,-49,-43,-43
2020-11-09,17,-11,52,17,-48,-71,-41
2020-11-09,18,-13,24,17,-40,-44,-44
2020-11-09,19,-27,18,26,-71,-65,-66
2020-11-09,20,-21,9,24,-60,-65,-56
2020-11-09,21,-9,65,21,-40,-47,-55
2020-11-09,22,-20,19,20,-54,-47,-52
2020-11-09,23,-16,154,17,-55,-48,-48
2020-11-09,24,-12,20,17,-42,-46,-46
2020-11-09,25,-12,29,22,-52,-56,-59
2020-11-09,26,-19,-8,23,-60,-61,-57
2020-11-09,27,-12,47,18,-46,-52,-49
2020-11-09,28,-25,-22,25,-61,-64,-65
2020-11-09,29,-8,33,18,-37,-49,-49
2020-11-09,30,-18,33,26,-57,-56,-60
2020-11-09,31,-11,7,19,-51,-41,-52
2020-11-09,32,-14,-11,22,-71,-62,-58
2020-11-09,33,-21,31.5,21,-60,-52,-52
2020-11-10,1,-73,-84,0,-90,-80,-67
2020-11-10,2,-46,-52,24,-86,-75,-65
2020-11-10,3,-9,50,13,-36,-35,-37
2020-11-10,4,-11,75,20,-45,-47,-49
2020-11-10,5,-7,42,18,-46,-48,-47
2020-11-10,6,-5,83,17,-48,-43,-45
2020-11-10,7,-5,31,21,-50,-51,-51
2020-11-10,8,-36,3,24,-79,-73,-63
2020-11-10,9,-3,48,19,-51,-52,-44
2020-11-10,10,-9,54,18,-40,-48,-45
2020-11-10,11,-7,34,16,-40,-42,-41
2020-11-10,12,-8,49,22,-59,-55,-56
2020-11-10,13,-25,13,24,-67,-56,-62
2020-11-10,14,-13,43,20,-46,-50,-56
2020-11-10,15,-4,91,18,-47,-43,-40
2020-11-10,16,-8,8,17,-49,-44,-43
2020-11-10,17,-7,63,18,-47,-69,-42
2020-11-10,18,-11,46,18,-39,-44,-44
2020-11-10,19,-21,34,27,-72,-68,-66
2020-11-10,20,-13,17,24,-62,-65,-55
2020-11-10,21,-1,72,22,-42,-49,-54
2020-11-10,22,-16,34,21,-53,-49,-52
2020-11-10,23,-12,154,17,-51,-50,-48
2020-11-10,24,-5,24,17,-40,-46,-48
2020-11-10,25,-2,40,23,-54,-57,-60
2020-11-10,26,-16,-8,23,-61,-62,-58
2020-11-10,27,-11,51,19,-45,-52,-50
2020-11-10,28,-20,-19,26,-62,-66,-64
2020-11-10,29,-7,45,18,-38,-49,-50
2020-11-10,30,-12,35,26,-54,-53,-60
2020-11-10,31,-8,14,20,-51,-42,-53
2020-11-10,32,-9,0,22,-69,-63,-59
2020-11-10,33,-18,31.5,21,-61,-52,-53
2020-11-11,1,-72,-86,0,-91,-81,-66
2020-11-11,2,-46,-58,25,-87,-76,-64
2020-11-11,3,-2,14,14,-36,-40,-35
2020-11-11,4,-11,37,21,-46,-48,-49
2020-11-11,5,-7,33,19,-46,-49,-46
2020-11-11,6,-4,44,17,-48,-44,-45
2020-11-11,7,-9,16,22,-51,-51,-51
2020-11-11,8,-39,-7,26,-80,-74,-62
2020-11-11,9,-7,31,19,-50,-52,-42
2020-11-11,10,-11,29,19,-40,-49,-46
2020-11-11,11,-7,15,17,-42,-40,-41
2020-11-11,12,-9,35,23,-60,-58,-56
2020-11-11,13,-28,8,25,-68,-57,-61
2020-11-11,14,-14,15,21,-50,-53,-53
2020-11-11,15,-6,51,18,-48,-43,-42
2020-11-11,16,-12,1,17,-50,-43,-43
2020-11-11,17,-11,54,18,-48,-69,-41
2020-11-11,18,-12,25,18,-42,-45,-42
2020-11-11,19,-22,22,29,-74,-69,-65
2020-11-11,20,-15,1,25,-62,-67,-56
2020-11-11,21,-2,44,22,-42,-49,-52
2020-11-11,22,-18,15,21,-55,-52,-52
2020-11-11,23,-14,118,18,-58,-51,-45
2020-11-11,24,-7,4,18,-43,-46,-45
2020-11-11,25,-5,27,24,-54,-56,-59
2020-11-11,26,-17,-20,24,-63,-62,-58
2020-11-11,27,-3,45,20,-43,-53,-51
2020-11-11,28,-22,-29,26,-64,-66,-63
2020-11-11,29,-5,17,19,-36,-51,-47
2020-11-11,30,-12,22,27,-55,-56,-59
2020-11-11,31,-5,-4,20,-53,-45,-51
2020-11-11,32,-10,-8,23,-71,-62,-58
2020-11-11,33,-19,31.5,22,-62,-54,-52
2020-11-12,1,-73,-85,0,-92,-80,-68
2020-11-12,2,-46,-52,25,-87,-75,-64
2020-11-12,3,-2,37,14,-35,-36,-36
2020-11-12,4,-8,65,20,-46,-50,-49
2020-11-12,5,-3,44,18,-47,-48,-45
2020-11-12,6,-1,84,17,-46,-42,-46
2020-11-12,7,-5,37,22,-51,-54,-51
2020-11-12,8,-34,-3,26,-80,-73,-63
2020-11-12,9,0,55,19,-52,-52,-43
2020-11-12,10,-4,53,19,-38,-50,-45
2020-11-12,11,-2,31,17,-41,-42,-41
2020-11-12,12,-2,44,23,-61,-56,-56
2020-11-12,13,-23,22,25,-68,-58,-61
2020-11-12,14,-11,37,21,-47,-51,-54
2020-11-12,15,-4,75,18,-46,-44,-42
2020-11-12,16,-4,15,18,-49,-45,-43
2020-11-12,17,-2,73,18,-47,-69,-42
2020-11-12,18,-5,42,17,-40,-45,-43
2020-11-12,19,-18,37,28,-74,-68,-66
2020-11-12,20,-12,11,25,-62,-65,-57
2020-11-12,21,4,74,22,-41,-50,-55
2020-11-12,22,-15,26,22,-53,-53,-53
2020-11-12,23,-10,132,17,-56,-54,-47
2020-11-12,24,-8,19,18,-40,-50,-46
2020-11-12,25,0,70,24,-50,-54,-59
2020-11-12,26,-15,-14,24,-62,-63,-56
2020-11-12,27,-7,53,19,-45,-54,-49
2020-11-12,28,-20,-20,27,-64,-66,-64
2020-11-12,29,-1,40,19,-35,-50,-49
2020-11-12,30,-7,38,27,-54,-53,-59
2020-11-12,31,-3,16,20,-51,-46,-53
2020-11-12,32,-8,1,23,-70,-62,-58
2020-11-12,33,-17,31.5,22,-61,-52,-52
2020-11-13,1,-71,-85,0,-92,-79,-65
2020-11-13,2,-45,-61,25,-89,-75,-63
2020-11-13,3,2,33,14,-36,-32,-35
2020-11-13,4,-8,54,20,-48,-49,-47
2020-11-13,5,-1,42,19,-50,-47,-45
2020-11-13,6,2,68,18,-49,-40,-45
2020-11-13,7,0,27,22,-53,-49,-50
2020-11-13,8,-32,-3,26,-81,-73,-60
2020-11-13,9,1,48,19,-54,-50,-41
2020-11-13,10,-5,37,19,-40,-48,-45
2020-11-13,11,-2,17,17,-40,-39,-39
2020-11-13,12,4,38,23,-64,-53,-54
2020-11-13,13,-23,11,25,-71,-57,-60
2020-11-13,14,-8,33,21,-47,-49,-53
2020-11-13,15,4,66,19,-50,-43,-44
2020-11-13,16,-7,9,18,-51,-42,-43
2020-11-13,17,-1,49,18,-48,-70,-40
2020-11-13,18,-4,37,18,-41,-40,-44
2020-11-13,19,-16,43,29,-75,-67,-64
2020-11-13,20,-5,3,25,-65,-63,-56
2020-11-13,21,4,49,23,-43,-48,-53
2020-11-13,22,-6,15,21,-56,-50,-48
2020-11-13,23,-8,142,18,-55,-47,-46
2020-11-13,24,-2,11,18,-39,-42,-45
2020-11-13,25,0,40,23,-55,-54,-57
2020-11-13,26,-11,-18,24,-64,-59,-55
2020-11-13,27,-2,50,19,-48,-52,-48
2020-11-13,28,-15,-30,26,-64,-64,-63
2020-11-13,29,-3,30,20,-38,-48,-48
2020-11-13,30,-3,35,27,-57,-53,-57
2020-11-13,31,-3,6,20,-55,-41,-50
2020-11-13,32,-6,-6,23,-73,-61,-57
2020-11-13,33,-12,31.5,22,-62,-50,-50
2020-11-14,1,-63,-88,0,-91,-78,-65
2020-11-14,2,-54,-79,17,-92,-81,-45
2020-11-14,3,-11,-19,12,-46,-43,-29
2020-11-14,4,-17,-29,15,-61,-56,-38
2020-11-14,5,-10,-12,14,-58,-57,-27
2020-11-14,6,-15,-5,15,-62,-50,-38
2020-11-14,7,-10,-25,15,-62,-57,-30
2020-11-14,8,-43,-48,18,-84,-78,-36
2020-11-14,9,-11,-2,14,-64,-59,-29
2020-11-14,10,-15,-23,15,-54,-53,-36
2020-11-14,11,-14,-33,14,-53,-48,-30
2020-11-14,12,-12,-15,16,-72,-62,-36
2020-11-14,13,-32,-25,18,-80,-67,-45
2020-11-14,14,-20,-29,16,-60,-56,-45
2020-11-14,15,-14,-20,15,-63,-49,-28
2020-11-14,16,-17,-27,14,-61,-51,-30
2020-11-14,17,-17,-9,15,-59,-74,-31
2020-11-14,18,-11,-35,15,-53,-49,-34
2020-11-14,19,-12,-10,17,-78,-67,-36
2020-11-14,20,-15,-42,17,-69,-63,-35
2020-11-14,21,-8,-4,15,-53,-54,-36
2020-11-14,22,-17,-20,15,-62,-59,-35
2020-11-14,23,-20,17,14,-66,-58,-37
2020-11-14,24,-14,-40,14,-50,-52,-31
2020-11-14,25,-9,-34,17,-66,-64,-41
2020-11-14,26,-21,-41,16,-68,-63,-37
2020-11-14,27,-16,-24,15,-58,-60,-35
2020-11-14,28,-26,-52,17,-64,-66,-40
2020-11-14,29,-10,-30,15,-51,-56,-37
2020-11-14,30,-13,-13,18,-67,-60,-35
2020-11-14,31,-13,-42,15,-64,-51,-36
2020-11-14,32,-22,-48,17,-83,-75,-42
2020-11-14,33,-22,-10,17,-74,-60,-38
2020-11-15,1,-65,-84,0,-87,-78,-65
2020-11-15,2,-48,-63,13,-87,-78,-46
2020-11-15,3,-15,-3,9,-49,-42,-31
2020-11-15,4,-16,29,12,-58,-55,-37
2020-11-15,5,-18,-15,11,-61,-54,-31
2020-11-15,6,-9,27,11,-62,-49,-40
2020-11-15,7,-15,-3,12,-62,-55,-31
2020-11-15,8,-39,-8,13,-79,-76,-38
2020-11-15,9,-15,11,11,-64,-58,-28
2020-11-15,10,-13,7,12,-53,-53,-37
2020-11-15,11,-14,0,11,-54,-45,-31
2020-11-15,12,-14,17,12,-64,-57,-34
2020-11-15,13,-31,10,12,-75,-64,-43
2020-11-15,14,-21,5,12,-59,-56,-46
2020-11-15,15,-15,37,11,-58,-45,-30
2020-11-15,16,-20,-1,11,-62,-48,-29
2020-11-15,17,-16,51,11,-56,-72,-32
2020-11-15,18,-20,5,11,-51,-49,-37
2020-11-15,19,-16,34,12,-73,-67,-36
2020-11-15,20,-18,-10,13,-66,-63,-34
2020-11-15,21,-13,28,12,-55,-56,-37
2020-11-15,22,-22,8,12,-60,-58,-37
2020-11-15,23,-20,66,10,-61,-52,-37
2020-11-15,24,-16,-10,10,-53,-47,-33
2020-11-15,25,-6,17,12,-60,-59,-43
2020-11-15,26,-20,-13,12,-65,-63,-39
2020-11-15,27,-18,9,11,-59,-57,-36
2020-11-15,28,-35,-25,12,-61,-61,-39
2020-11-15,29,-10,30,11,-48,-52,-41
2020-11-15,30,-27,24,13,-62,-62,-32
2020-11-15,31,-16,-15,12,-66,-52,-38
2020-11-15,32,-15,2,13,-79,-67,-41
2020-11-15,33,-23,46,12,-72,-52,-45
2020-11-16,1,-74,-85,0,-90,-80,-65
2020-11-16,2,-45,-55,24,-86,-74,-64
2020-11-16,3,-8,23,13,-33,-37,-37
2020-11-16,4,-13,38,19,-48,-50,-49
2020-11-16,5,-11,27,18,-46,-49,-47
2020-11-16,6,-7,65,17,-49,-44,-46
2020-11-16,7,-10,14,20,-50,-51,-51
2020-11-16,8,-41,0,25,-78,-72,-63
2020-11-16,9,-7,40,18,-51,-49,-41
2020-11-16,10,-12,39,18,-41,-47,-45
2020-11-16,11,-8,18,16,-39,-42,-41
2020-11-16,12,-13,37,22,-58,-58,-57
2020-11-16,13,-29,5,24,-68,-56,-61
2020-11-16,14,-17,21,20,-48,-51,-54
2020-11-16,15,-8,56,18,-47,-45,-44
2020-11-16,16,-11,-7,16,-49,-44,-44
2020-11-16,17,-9,50,17,-47,-71,-42
2020-11-16,18,-12,22,17,-41,-45,-44
2020-11-16,19,-28,12,27,-72,-66,-66
2020-11-16,20,-16,5,23,-60,-64,-56
2020-11-16,21,-7,40,21,-41,-48,-54
2020-11-16,22,-14,20,20,-52,-50,-52
2020-11-16,23,-14,133,17,-53,-48,-47
2020-11-16,24,-12,2,17,-43,-48,-46
2020-11-16,25,-9,26,22,-52,-56,-60
2020-11-16,26,-18,-15,23,-60,-62,-57
2020-11-16,27,-10,51,18,-44,-54,-50
2020-11-16,28,-24,-28,25,-62,-64,-64
2020-11-16,29,-8,16,18,-36,-50,-49
2020-11-16,30,-18,24,25,-56,-56,-60
2020-11-16,31,-8,5,19,-48,-42,-53
2020-11-16,32,-10,-12,22,-71,-63,-58
2020-11-16,33,-20,47,21,-60,-52,-52
2020-11-17,1,-72,-86,0,-91,-80,-69
2020-11-17,2,-45,-55,24,-86,-74,-64
2020-11-17,3,-9,36,14,-35,-36,-37
2020-11-17,4,-12,52,20,-45,-47,-49
2020-11-17,5,-6,32,18,-46,-52,-46
2020-11-17,6,-7,76,17,-48,-42,-45
2020-11-17,7,-3,21,21,-48,-51,-51
2020-11-17,8,-36,-9,25,-79,-73,-63
2020-11-17,9,-3,40,18,-51,-52,-44
2020-11-17,10,-12,41,19,-40,-48,-45
2020-11-17,11,-8,22,16,-41,-42,-41
2020-11-17,12,-10,36,22,-60,-56,-57
2020-11-17,13,-27,3,24,-68,-57,-62
2020-11-17,14,-12,31,20,-47,-50,-55
2020-11-17,15,-8,58,18,-47,-43,-41
2020-11-17,16,-8,-1,17,-49,-44,-44
2020-11-17,17,-9,47,18,-46,-69,-42
2020-11-17,18,-13,40,17,-40,-45,-44
2020-11-17,19,-23,25,27,-72,-69,-66
2020-11-17,20,-13,7,24,-62,-64,-55
2020-11-17,21,-2,52,22,-41,-49,-54
2020-11-17,22,-16,21,21,-52,-51,-52
2020-11-17,23,-13,133,17,-52,-50,-48
2020-11-17,24,-4,7,17,-42,-47,-48
2020-11-17,25,-4,31,23,-55,-56,-59
2020-11-17,26,-17,-16,23,-60,-61,-57
2020-11-17,27,-10,41,19,-44,-53,-50
2020-11-17,28,-21,-28,25,-63,-65,-65
2020-11-17,29,-8,27,19,-38,-50,-51
2020-11-17,30,-13,30,26,-55,-54,-59
2020-11-17,31,-7,2,20,-50,-43,-53
2020-11-17,32,-8,-10,22,-70,-63,-60
2020-11-17,33,-17,47,22,-60,-50,-52
2020-11-18,1,-72,-84,0,-91,-80,-65
2020-11-18,2,-46,-58,24,-87,-75,-63
2020-11-18,3,-1,20,14,-36,-40,-36
2020-11-18,4,-12,27,21,-47,-49,-49
2020-11-18,5,-7,40,19,-47,-50,-46
2020-11-18,6,-6,47,18,-48,-44,-45
2020-11-18,7,-12,17,22,-49,-48,-50
2020-11-18,8,-39,-9,25,-80,-73,-61
2020-11-18,9,-6,32,19,-51,-52,-41
2020-11-18,10,-11,28,19,-40,-48,-46
2020-11-18,11,-7,15,17,-41,-45,-40
2020-11-18,12,-7,35,23,-60,-58,-55
2020-11-18,13,-27,4,25,-67,-58,-61
2020-11-18,14,-13,14,21,-50,-55,-53
2020-11-18,15,-9,45,19,-49,-44,-42
2020-11-18,16,-11,2,18,-48,-44,-44
2020-11-18,17,-11,41,18,-47,-70,-41
2020-11-18,18,-12,20,18,-43,-44,-42
2020-11-18,19,-23,21,28,-74,-68,-65
2020-11-18,20,-14,4,25,-62,-66,-55
2020-11-18,21,-1,50,22,-43,-50,-52
2020-11-18,22,-17,16,21,-54,-53,-51
2020-11-18,23,-13,130,18,-57,-52,-45
2020-11-18,24,-9,13,18,-44,-46,-46
2020-11-18,25,-9,24,24,-54,-55,-59
2020-11-18,26,-17,-17,24,-62,-61,-57
2020-11-18,27,-9,39,19,-47,-54,-49
2020-11-18,28,-23,-30,26,-64,-66,-62
2020-11-18,29,-5,21,19,-36,-51,-47
2020-11-18,30,-13,24,27,-55,-56,-58
2020-11-18,31,-8,2,20,-52,-45,-51
2020-11-18,32,-11,-6,23,-70,-64,-57
2020-11-18,33,-20,47,22,-62,-52,-52
2020-11-19,1,-74,-88,0,-92,-81,-66
2020-11-19,2,-47,-62,25,-87,-75,-64
2020-11-19,3,-6,10,14,-38,-36,-36
2020-11-19,4,-11,28,21,-47,-51,-49
2020-11-19,5,-6,6,19,-49,-50,-46
2020-11-19,6,-5,41,18,-47,-44,-46
2020-11-19,7,-13,3,22,-50,-51,-51
2020-11-19,8,-36,-19,27,-81,-74,-63
2020-11-19,9,-5,24,19,-53,-54,-43
2020-11-19,10,-5,33,19,-42,-49,-45
2020-11-19,11,-3,-1,17,-42,-45,-42
2020-11-19,12,-5,18,23,-63,-56,-56
2020-11-19,13,-24,-3,25,-69,-59,-62
2020-11-19,14,-11,14,21,-50,-51,-53
2020-11-19,15,-10,33,19,-49,-48,-42
2020-11-19,16,-6,-17,18,-50,-46,-44
2020-11-19,17,-6,43,18,-48,-69,-42
2020-11-19,18,-10,16,18,-43,-47,-43
2020-11-19,19,-20,4,29,-75,-68,-65
2020-11-19,20,-13,-4,25,-64,-65,-56
2020-11-19,21,-1,33,23,-45,-51,-55
2020-11-19,22,-16,-2,22,-54,-52,-52
2020-11-19,23,-14,97,18,-57,-55,-47
2020-11-19,24,-13,-11,18,-43,-52,-47
2020-11-19,25,-4,32,24,-54,-55,-59
2020-11-19,26,-18,-30,25,-64,-63,-55
2020-11-19,27,-9,17,20,-46,-56,-50
2020-11-19,28,-23,-37,28,-65,-68,-64
2020-11-19,29,-5,7,20,-39,-51,-49
2020-11-19,30,-10,16,28,-57,-54,-59
2020-11-19,31,-7,-13,21,-53,-49,-54
2020-11-19,32,-10,-17,25,-73,-63,-59
2020-11-19,33,-17,47,23,-63,-52,-53
2020-11-20,1,-72,-89,0,-92,-79,-64
2020-11-20,2,-45,-70,25,-89,-75,-62
2020-11-20,3,2,12,15,-40,-36,-34
2020-11-20,4,-9,16,21,-50,-50,-48
2020-11-20,5,-2,13,19,-50,-49,-46
2020-11-20,6,-4,30,19,-51,-42,-44
2020-11-20,7,-8,4,22,-52,-44,-50
2020-11-20,8,-32,-25,26,-82,-73,-60
2020-11-20,9,0,15,19,-55,-51,-42
2020-11-20,10,-4,19,20,-44,-47,-45
2020-11-20,11,0,-9,17,-42,-42,-39
2020-11-20,12,-1,12,23,-65,-54,-54
2020-11-20,13,-23,-10,26,-71,-57,-60
2020-11-20,14,-7,9,22,-50,-50,-52
2020-11-20,15,-5,21,19,-54,-47,-43
2020-11-20,16,-7,-16,19,-52,-43,-45
2020-11-20,17,-5,24,19,-49,-69,-41
2020-11-20,18,-9,2,18,-44,-43,-44
2020-11-20,19,-17,9,29,-76,-67,-64
2020-11-20,20,-8,-15,26,-66,-63,-56
2020-11-20,21,3,20,23,-43,-47,-53
2020-11-20,22,-7,-11,22,-57,-51,-49
2020-11-20,23,-11,101,18,-57,-50,-47
2020-11-20,24,-8,-17,19,-44,-48,-45
2020-11-20,25,0,6,24,-58,-56,-58
2020-11-20,26,-13,-32,25,-64,-60,-56
2020-11-20,27,-5,13,20,-50,-53,-49
2020-11-20,28,-17,-45,27,-65,-66,-63
2020-11-20,29,-2,3,20,-40,-49,-49
2020-11-20,30,-4,10,27,-59,-53,-57
2020-11-20,31,-4,-15,21,-55,-43,-52
2020-11-20,32,-8,-23,24,-75,-62,-57
2020-11-20,33,-15,48,22,-63,-52,-51
2020-11-21,1,-56,-78,0,-88,-71,-64.5
2020-11-21,2,-45,-59,15,-87,-74,-41
2020-11-21,3,-6,15,11,-42,-30,-28
2020-11-21,4,-9,39,13,-53,-50,-34
2020-11-21,5,-7,21,13,-56,-53,-24
2020-11-21,6,-8,45,13,-57,-46,-35
2020-11-21,7,-13,15,14,-57,-42,-28
2020-11-21,8,-35,-6,15,-79,-73,-33
2020-11-21,9,-6,47,13,-61,-55,-26
2020-11-21,10,-9,47,14,-51,-51,-33
2020-11-21,11,-7,22,13,-48,-44,-27
2020-11-21,12,-5,34,14,-67,-59,-35
2020-11-21,13,-26,20,15,-77,-62,-43
2020-11-21,14,-14,24,14,-55,-52,-43
2020-11-21,15,-8,70,13,-56,-45,-24
2020-11-21,16,-12,9,13,-58,-45,-26
2020-11-21,17,-10,71,13,-51,-71,-25
2020-11-21,18,-5,7,13,-48,-47,-32
2020-11-21,19,-6,38,15,-75,-65,-33
2020-11-21,20,-9,-8,15,-66,-59,-32
2020-11-21,21,-6,27,14,-49,-50,-34
2020-11-21,22,-13,12,14,-58,-55,-33
2020-11-21,23,-15,78,12,-64,-51,-34
2020-11-21,24,-12,-9,13,-47,-48,-28
2020-11-21,25,2,22,15,-55,-55,-38
2020-11-21,26,-15,-13,14,-64,-58,-34
2020-11-21,27,-13,25,14,-54,-56,-32
2020-11-21,28,-21,-28,15,-60,-64,-36
2020-11-21,29,-2,7,13,-45,-49,-37
2020-11-21,30,-8,30,16,-62,-56,-34
2020-11-21,31,-9,-10,13,-61,-46,-35
2020-11-21,32,-11,-14,14,-78,-68,-37
2020-11-21,33,-12,55,15,-67,-54,-32
2020-11-22,1,-62,-74,0,-85,-73,-64.5
2020-11-22,2,-41,-45,12,-83,-75,-44
2020-11-22,3,-11,47,9,-43,-40,-31
2020-11-22,4,-14,83,11,-53,-49,-35
2020-11-22,5,-13,39,10,-57,-46,-28
2020-11-22,6,-6,65,10,-59,-46,-37
2020-11-22,7,-18,40,10,-57,-39,-27
2020-11-22,8,-34,31,12,-75,-73,-35
2020-11-22,9,-11,60,10,-61,-54,-28
2020-11-22,10,-7,55,10,-51,-51,-35
2020-11-22,11,-8,47,10,-51,-43,-30
2020-11-22,12,-10,52,10,-62,-55,-31
2020-11-22,13,-30,43,11,-73,-62,-43
2020-11-22,14,-20,48,10,-56,-52,-43
2020-11-22,15,-12,105,10,-54,-42,-26
2020-11-22,16,-15,48,10,-57,-45,-28
2020-11-22,17,-12,102,10,-51,-71,-29
2020-11-22,18,-18,42,10,-49,-47,-35
2020-11-22,19,-14,63,11,-70,-69,-31
2020-11-22,20,-13,23,11,-62,-58,-31
2020-11-22,21,-10,69,11,-47,-50,-36
2020-11-22,22,-17,40,11,-57,-54,-35
2020-11-22,23,-19,132,9,-60,-50,-35
2020-11-22,24,-12,34,10,-48,-45,-32
2020-11-22,25,-2,66,10,-52,-48,-42
2020-11-22,26,-16,13,11,-61,-57,-36
2020-11-22,27,-15,63,10,-53,-52,-33
2020-11-22,28,-33,-1,11,-58,-62,-36
2020-11-22,29,-6,75,10,-45,-48,-40
2020-11-22,30,-25,62,12,-59,-57,-29
2020-11-22,31,-9,30,10,-60,-47,-36
2020-11-22,32,-8,14,11,-76,-67,-37
2020-11-22,33,-19,93,11,-64,-46,-37
2020-11-23,1,-74,-85,0,-89,-80,-65
2020-11-23,2,-43,-53,24,-85,-73,-64
2020-11-23,3,-7,33,13,-34,-36,-36
2020-11-23,4,-10,45,19,-46,-49,-48
2020-11-23,5,-8,31,17,-43,-49,-47
2020-11-23,6,-6,75,16,-44,-45,-44
2020-11-23,7,-14,19,20,-47,-46,-52
2020-11-23,8,-39,4,24,-78,-72,-62
2020-11-23,9,-7,44,17,-50,-49,-41
2020-11-23,10,-9,45,17,-40,-46,-44
2020-11-23,11,-6,30,15,-37,-43,-41
2020-11-23,12,-11,45,21,-57,-56,-56
2020-11-23,13,-28,16,24,-67,-53,-61
