Date;Close
Jun 12, 2000;1446
Jun 13, 2000;1469.44
Jun 14, 2000;1470.54
Jun 15, 2000;1478.73
Jun 16, 2000;1464.46
Jun 19, 2000;1486
Jun 20, 2000;1475.95
Jun 21, 2000;1479.13
Jun 22, 2000;1452.18
Jun 23, 2000;1441.48
Jun 26, 2000;1455.31
Jun 27, 2000;1450.55
Jun 28, 2000;1454.82
Jun 29, 2000;1442.39
Jun 30, 2000;1454.6
Jul 03, 2000;1469.54
Jul 05, 2000;1446.23
Jul 06, 2000;1456.67
Jul 07, 2000;1478.9
Jul 10, 2000;1475.62
Jul 11, 2000;1480.88
Jul 12, 2000;1492.92
Jul 13, 2000;1495.84
Jul 14, 2000;1509.98
Jul 17, 2000;1510.49
Jul 18, 2000;1493.74
Jul 19, 2000;1481.96
Jul 20, 2000;1495.57
Jul 21, 2000;1480.19
Jul 24, 2000;1464.29
Jul 25, 2000;1474.47
Jul 26, 2000;1452.42
Jul 27, 2000;1449.62
Jul 28, 2000;1419.89
Jul 31, 2000;1430.83
Aug 01, 2000;1438.1
Aug 02, 2000;1438.7
Aug 03, 2000;1452.56
Aug 04, 2000;1462.93
Aug 07, 2000;1479.32
Aug 08, 2000;1482.8
Aug 09, 2000;1472.87
Aug 10, 2000;1460.25
Aug 11, 2000;1471.84
Aug 14, 2000;1491.56
Aug 15, 2000;1484.43
Aug 16, 2000;1479.85
Aug 17, 2000;1496.07
Aug 18, 2000;1491.72
Aug 21, 2000;1499.48
Aug 22, 2000;1498.13
Aug 23, 2000;1505.97
Aug 24, 2000;1508.31
Aug 25, 2000;1506.45
Aug 28, 2000;1514.09
Aug 29, 2000;1509.84
Aug 30, 2000;1502.59
Aug 31, 2000;1517.68
Sep 01, 2000;1520.77
Sep 05, 2000;1507.08
Sep 06, 2000;1492.25
Sep 07, 2000;1502.51
Sep 08, 2000;1494.5
Sep 11, 2000;1489.26
Sep 12, 2000;1481.99
Sep 13, 2000;1484.91
Sep 14, 2000;1480.87
Sep 15, 2000;1465.81
Sep 18, 2000;1444.51
Sep 19, 2000;1459.9
Sep 20, 2000;1451.34
Sep 21, 2000;1449.05
Sep 22, 2000;1448.72
Sep 25, 2000;1439.03
Sep 26, 2000;1427.21
Sep 27, 2000;1426.57
Sep 28, 2000;1458.29
Sep 29, 2000;1436.51
Oct 02, 2000;1436.23
Oct 03, 2000;1426.46
Oct 04, 2000;1434.32
Oct 05, 2000;1436.28
Oct 06, 2000;1408.99
Oct 09, 2000;1402.03
Oct 10, 2000;1387.02
Oct 11, 2000;1364.59
Oct 12, 2000;1329.78
Oct 13, 2000;1374.17
Oct 16, 2000;1374.62
Oct 17, 2000;1349.97
Oct 18, 2000;1342.13
Oct 19, 2000;1388.76
Oct 20, 2000;1396.93
Oct 23, 2000;1395.78
Oct 24, 2000;1398.13
Oct 25, 2000;1364.9
Oct 26, 2000;1364.44
Oct 27, 2000;1379.58
Oct 30, 2000;1398.66
Oct 31, 2000;1429.4
Nov 01, 2000;1421.22
Nov 02, 2000;1428.32
Nov 03, 2000;1426.69
Nov 06, 2000;1432.19
Nov 07, 2000;1431.87
Nov 08, 2000;1409.28
Nov 09, 2000;1400.14
Nov 10, 2000;1365.98
Nov 13, 2000;1351.26
Nov 14, 2000;1382.95
Nov 15, 2000;1389.81
Nov 16, 2000;1372.32
Nov 17, 2000;1367.72
Nov 20, 2000;1342.62
Nov 21, 2000;1347.35
Nov 22, 2000;1322.36
Nov 24, 2000;1341.77
Nov 27, 2000;1348.97
Nov 28, 2000;1336.09
Nov 29, 2000;1341.93
Nov 30, 2000;1314.95
Dec 01, 2000;1315.23
Dec 04, 2000;1324.97
Dec 05, 2000;1376.54
Dec 06, 2000;1351.46
Dec 07, 2000;1343.55
Dec 08, 2000;1369.89
Dec 11, 2000;1380.2
Dec 12, 2000;1371.18
Dec 13, 2000;1359.99
Dec 14, 2000;1340.93
Dec 15, 2000;1312.15
Dec 18, 2000;1322.74
Dec 19, 2000;1305.6
Dec 20, 2000;1264.74
Dec 21, 2000;1274.86
Dec 22, 2000;1305.95
Dec 26, 2000;1315.19
Dec 27, 2000;1328.92
Dec 28, 2000;1334.22
Dec 29, 2000;1320.28
Jan 02, 2001;1283.27
Jan 03, 2001;1347.56
Jan 04, 2001;1333.34
Jan 05, 2001;1298.35
Jan 08, 2001;1295.86
Jan 09, 2001;1300.8
Jan 10, 2001;1313.27
Jan 11, 2001;1326.82
Jan 12, 2001;1318.55
Jan 16, 2001;1326.65
Jan 17, 2001;1329.47
Jan 18, 2001;1347.97
Jan 19, 2001;1342.54
Jan 22, 2001;1342.9
Jan 23, 2001;1360.4
Jan 24, 2001;1364.3
Jan 25, 2001;1357.51
Jan 26, 2001;1354.95
Jan 29, 2001;1364.17
Jan 30, 2001;1373.73
Jan 31, 2001;1366.01
Feb 01, 2001;1373.47
Feb 02, 2001;1349.47
Feb 05, 2001;1354.31
Feb 06, 2001;1352.26
Feb 07, 2001;1340.89
Feb 08, 2001;1332.53
Feb 09, 2001;1314.76
Feb 12, 2001;1330.31
Feb 13, 2001;1318.8
Feb 14, 2001;1315.92
Feb 15, 2001;1326.61
Feb 16, 2001;1301.53
Feb 20, 2001;1278.94
Feb 21, 2001;1255.27
Feb 22, 2001;1252.82
Feb 23, 2001;1245.86
Feb 26, 2001;1267.65
Feb 27, 2001;1257.94
Feb 28, 2001;1239.94
Mar 01, 2001;1241.23
Mar 02, 2001;1234.18
Mar 05, 2001;1241.41
Mar 06, 2001;1253.8
Mar 07, 2001;1261.89
Mar 08, 2001;1264.74
Mar 09, 2001;1233.42
Mar 12, 2001;1180.16
Mar 13, 2001;1197.66
Mar 14, 2001;1166.71
Mar 15, 2001;1173.56
Mar 16, 2001;1150.53
Mar 19, 2001;1170.81
Mar 20, 2001;1142.62
Mar 21, 2001;1122.14
Mar 22, 2001;1117.58
Mar 23, 2001;1139.83
Mar 26, 2001;1152.69
Mar 27, 2001;1182.17
Mar 28, 2001;1153.29
Mar 29, 2001;1147.95
Mar 30, 2001;1160.33
Apr 02, 2001;1145.87
Apr 03, 2001;1106.46
Apr 04, 2001;1103.25
Apr 05, 2001;1151.44
Apr 06, 2001;1128.43
Apr 09, 2001;1137.59
Apr 10, 2001;1168.38
Apr 11, 2001;1165.89
Apr 12, 2001;1183.5
Apr 16, 2001;1179.68
Apr 17, 2001;1191.81
Apr 18, 2001;1238.16
Apr 19, 2001;1253.69
Apr 20, 2001;1242.98
Apr 23, 2001;1224.36
Apr 24, 2001;1209.47
Apr 25, 2001;1228.75
Apr 26, 2001;1234.52
Apr 27, 2001;1253.05
Apr 30, 2001;1249.46
May 01, 2001;1266.44
May 02, 2001;1267.43
May 03, 2001;1248.58
May 04, 2001;1266.61
May 07, 2001;1263.51
May 08, 2001;1261.2
May 09, 2001;1255.54
May 10, 2001;1255.18
May 11, 2001;1245.67
May 14, 2001;1248.92
May 15, 2001;1249.44
May 16, 2001;1284.99
May 17, 2001;1288.49
May 18, 2001;1291.96
May 21, 2001;1312.83
May 22, 2001;1309.38
May 23, 2001;1289.05
May 24, 2001;1293.17
May 25, 2001;1277.89
May 29, 2001;1267.93
May 30, 2001;1248.08
May 31, 2001;1255.82
Jun 01, 2001;1260.67
Jun 04, 2001;1267.11
Jun 05, 2001;1283.57
Jun 06, 2001;1270.03
Jun 07, 2001;1276.96
Jun 08, 2001;1264.96
Jun 11, 2001;1254.39
Jun 12, 2001;1255.85
Jun 13, 2001;1241.6
Jun 14, 2001;1219.87
Jun 15, 2001;1214.36
Jun 18, 2001;1208.43
Jun 19, 2001;1212.58
Jun 20, 2001;1223.14
Jun 21, 2001;1237.04
Jun 22, 2001;1225.35
Jun 25, 2001;1218.6
Jun 26, 2001;1216.76
Jun 27, 2001;1211.07
Jun 28, 2001;1226.2
Jun 29, 2001;1224.38
Jul 02, 2001;1236.72
Jul 03, 2001;1234.45
Jul 05, 2001;1219.24
Jul 06, 2001;1190.59
Jul 09, 2001;1198.78
Jul 10, 2001;1181.52
Jul 11, 2001;1180.18
Jul 12, 2001;1208.14
Jul 13, 2001;1215.68
Jul 16, 2001;1202.45
Jul 17, 2001;1214.44
Jul 18, 2001;1207.71
Jul 19, 2001;1215.02
Jul 20, 2001;1210.85
Jul 23, 2001;1191.03
Jul 24, 2001;1171.65
Jul 25, 2001;1190.49
Jul 26, 2001;1202.93
Jul 27, 2001;1205.82
Jul 30, 2001;1204.52
Jul 31, 2001;1211.23
Aug 01, 2001;1215.93
Aug 02, 2001;1220.75
Aug 03, 2001;1214.35
Aug 06, 2001;1200.48
Aug 07, 2001;1204.4
Aug 08, 2001;1183.53
Aug 09, 2001;1183.43
Aug 10, 2001;1190.16
Aug 13, 2001;1191.29
Aug 14, 2001;1186.73
Aug 15, 2001;1178.02
Aug 16, 2001;1181.66
Aug 17, 2001;1161.97
Aug 20, 2001;1171.41
Aug 21, 2001;1157.26
Aug 22, 2001;1165.31
Aug 23, 2001;1162.09
Aug 24, 2001;1184.93
Aug 27, 2001;1179.21
Aug 28, 2001;1161.51
Aug 29, 2001;1148.56
Aug 30, 2001;1129.03
Aug 31, 2001;1133.58
Sep 04, 2001;1132.94
Sep 05, 2001;1131.74
Sep 06, 2001;1106.4
Sep 07, 2001;1085.78
Sep 10, 2001;1092.54
Sep 17, 2001;1038.77
Sep 18, 2001;1032.74
Sep 19, 2001;1016.1
Sep 20, 2001;984.54
Sep 21, 2001;965.8
Sep 24, 2001;1003.45
Sep 25, 2001;1012.27
Sep 26, 2001;1007.04
Sep 27, 2001;1018.61
Sep 28, 2001;1040.94
Oct 01, 2001;1038.55
Oct 02, 2001;1051.33
Oct 03, 2001;1072.28
Oct 04, 2001;1069.63
Oct 05, 2001;1071.38
Oct 08, 2001;1062.44
Oct 09, 2001;1056.75
Oct 10, 2001;1080.99
Oct 11, 2001;1097.43
Oct 12, 2001;1091.65
Oct 15, 2001;1089.98
Oct 16, 2001;1097.54
Oct 17, 2001;1077.09
Oct 18, 2001;1068.61
Oct 19, 2001;1073.48
Oct 22, 2001;1089.9
Oct 23, 2001;1084.78
Oct 24, 2001;1085.2
Oct 25, 2001;1100.09
Oct 26, 2001;1104.61
Oct 29, 2001;1078.3
Oct 30, 2001;1059.79
Oct 31, 2001;1059.78
Nov 01, 2001;1084.1
Nov 02, 2001;1087.2
Nov 05, 2001;1102.84
Nov 06, 2001;1118.86
Nov 07, 2001;1115.8
Nov 08, 2001;1118.54
Nov 09, 2001;1120.31
Nov 12, 2001;1118.33
Nov 13, 2001;1139.09
Nov 14, 2001;1141.21
Nov 15, 2001;1142.24
Nov 16, 2001;1138.65
Nov 19, 2001;1151.06
Nov 20, 2001;1142.66
Nov 21, 2001;1137.03
Nov 23, 2001;1150.34
Nov 26, 2001;1157.42
Nov 27, 2001;1149.5
Nov 28, 2001;1128.52
Nov 29, 2001;1140.2
Nov 30, 2001;1139.45
Dec 03, 2001;1129.9
Dec 04, 2001;1144.8
Dec 05, 2001;1170.35
Dec 06, 2001;1167.1
Dec 07, 2001;1158.31
Dec 10, 2001;1139.93
Dec 11, 2001;1136.76
Dec 12, 2001;1137.07
Dec 13, 2001;1119.38
Dec 14, 2001;1123.09
Dec 17, 2001;1134.36
Dec 18, 2001;1142.92
Dec 19, 2001;1149.56
Dec 20, 2001;1139.93
Dec 21, 2001;1144.89
Dec 24, 2001;1144.65
Dec 26, 2001;1149.37
Dec 27, 2001;1157.13
Dec 28, 2001;1161.02
Dec 31, 2001;1148.08
Jan 02, 2002;1154.67
Jan 03, 2002;1165.27
Jan 04, 2002;1172.51
Jan 07, 2002;1164.89
Jan 08, 2002;1160.71
Jan 09, 2002;1155.14
Jan 10, 2002;1156.55
Jan 11, 2002;1145.6
Jan 14, 2002;1138.41
Jan 15, 2002;1146.19
Jan 16, 2002;1127.57
Jan 17, 2002;1138.88
Jan 18, 2002;1127.58
Jan 22, 2002;1119.31
Jan 23, 2002;1128.18
Jan 24, 2002;1132.15
Jan 25, 2002;1133.28
Jan 28, 2002;1133.06
Jan 29, 2002;1100.64
Jan 30, 2002;1113.57
Jan 31, 2002;1130.2
Feb 01, 2002;1122.2
Feb 04, 2002;1094.44
Feb 05, 2002;1090.02
Feb 06, 2002;1083.51
Feb 07, 2002;1080.17
Feb 08, 2002;1096.22
Feb 11, 2002;1111.94
Feb 12, 2002;1107.5
Feb 13, 2002;1118.51
Feb 14, 2002;1116.48
Feb 15, 2002;1104.18
Feb 19, 2002;1083.34
Feb 20, 2002;1097.98
Feb 21, 2002;1080.95
Feb 22, 2002;1089.84
Feb 25, 2002;1109.43
Feb 26, 2002;1109.38
Feb 27, 2002;1109.89
Feb 28, 2002;1106.73
Mar 01, 2002;1131.78
Mar 04, 2002;1153.84
Mar 05, 2002;1146.14
Mar 06, 2002;1162.77
Mar 07, 2002;1157.54
Mar 08, 2002;1164.31
Mar 11, 2002;1168.26
Mar 12, 2002;1165.58
Mar 13, 2002;1154.09
Mar 14, 2002;1153.04
Mar 15, 2002;1166.16
Mar 18, 2002;1165.55
Mar 19, 2002;1170.29
Mar 20, 2002;1151.85
Mar 21, 2002;1153.59
Mar 22, 2002;1148.7
Mar 25, 2002;1131.87
Mar 26, 2002;1138.49
Mar 27, 2002;1144.58
Mar 28, 2002;1147.39
Apr 01, 2002;1146.54
Apr 02, 2002;1136.76
Apr 03, 2002;1125.4
Apr 04, 2002;1126.34
Apr 05, 2002;1122.73
Apr 08, 2002;1125.29
Apr 09, 2002;1117.8
Apr 10, 2002;1130.47
Apr 11, 2002;1103.69
Apr 12, 2002;1111.01
Apr 15, 2002;1102.55
Apr 16, 2002;1128.37
Apr 17, 2002;1126.07
Apr 18, 2002;1124.47
Apr 19, 2002;1125.17
Apr 22, 2002;1107.83
Apr 23, 2002;1100.96
Apr 24, 2002;1093.14
Apr 25, 2002;1091.48
Apr 26, 2002;1076.32
Apr 29, 2002;1065.45
Apr 30, 2002;1076.92
May 01, 2002;1086.46
May 02, 2002;1084.56
May 03, 2002;1073.43
May 06, 2002;1052.67
May 07, 2002;1049.49
May 08, 2002;1088.85
May 09, 2002;1073.01
May 10, 2002;1054.99
May 13, 2002;1074.56
May 14, 2002;1097.28
May 15, 2002;1091.07
May 16, 2002;1098.23
May 17, 2002;1106.59
May 20, 2002;1091.88
May 21, 2002;1079.88
May 22, 2002;1086.02
May 23, 2002;1097.08
May 24, 2002;1083.82
May 28, 2002;1074.55
May 29, 2002;1067.66
May 30, 2002;1064.66
May 31, 2002;1067.14
Jun 03, 2002;1040.68
Jun 04, 2002;1040.69
Jun 05, 2002;1049.9
Jun 06, 2002;1029.15
Jun 07, 2002;1027.53
Jun 10, 2002;1030.74
Jun 11, 2002;1013.6
Jun 12, 2002;1020.26
Jun 13, 2002;1009.56
Jun 14, 2002;1007.27
Jun 17, 2002;1036.17
Jun 18, 2002;1037.14
Jun 19, 2002;1019.99
Jun 20, 2002;1006.29
Jun 21, 2002;989.14
Jun 24, 2002;992.72
Jun 25, 2002;976.14
Jun 26, 2002;973.53
Jun 27, 2002;990.64
Jun 28, 2002;989.82
Jul 01, 2002;968.65
Jul 02, 2002;948.09
Jul 03, 2002;953.99
Jul 05, 2002;989.03
Jul 08, 2002;976.98
Jul 09, 2002;952.83
Jul 10, 2002;920.47
Jul 11, 2002;927.37
Jul 12, 2002;921.39
Jul 15, 2002;917.93
Jul 16, 2002;900.94
Jul 17, 2002;906.04
Jul 18, 2002;881.56
Jul 19, 2002;847.75
Jul 22, 2002;819.85
Jul 23, 2002;797.7
Jul 24, 2002;843.43
Jul 25, 2002;838.68
Jul 26, 2002;852.84
Jul 29, 2002;898.96
Jul 30, 2002;902.78
Jul 31, 2002;911.62
Aug 01, 2002;884.66
Aug 02, 2002;864.24
Aug 05, 2002;834.6
Aug 06, 2002;859.57
Aug 07, 2002;876.77
Aug 08, 2002;905.46
Aug 09, 2002;908.64
Aug 12, 2002;903.8
Aug 13, 2002;884.21
Aug 14, 2002;919.62
Aug 15, 2002;930.25
Aug 16, 2002;928.77
Aug 19, 2002;950.7
Aug 20, 2002;937.43
Aug 21, 2002;949.36
Aug 22, 2002;962.7
Aug 23, 2002;940.86
Aug 26, 2002;947.95
Aug 27, 2002;934.82
Aug 28, 2002;917.87
Aug 29, 2002;917.8
Aug 30, 2002;916.07
Sep 03, 2002;878.02
Sep 04, 2002;893.4
Sep 05, 2002;879.15
Sep 06, 2002;893.92
Sep 09, 2002;902.96
Sep 10, 2002;909.58
Sep 11, 2002;909.45
Sep 12, 2002;886.91
Sep 13, 2002;889.81
Sep 16, 2002;891.1
Sep 17, 2002;873.52
Sep 18, 2002;869.46
Sep 19, 2002;843.32
Sep 20, 2002;845.39
Sep 23, 2002;833.7
Sep 24, 2002;819.29
Sep 25, 2002;839.66
Sep 26, 2002;854.95
Sep 27, 2002;827.37
Sep 30, 2002;815.28
Oct 01, 2002;847.91
Oct 02, 2002;827.91
Oct 03, 2002;818.95
Oct 04, 2002;800.58
Oct 07, 2002;785.28
Oct 08, 2002;798.55
Oct 09, 2002;776.76
Oct 10, 2002;803.92
Oct 11, 2002;835.32
Oct 14, 2002;841.44
Oct 15, 2002;881.27
Oct 16, 2002;860.02
Oct 17, 2002;879.2
Oct 18, 2002;884.39
Oct 21, 2002;899.72
Oct 22, 2002;890.16
Oct 23, 2002;896.14
Oct 24, 2002;882.5
Oct 25, 2002;897.65
Oct 28, 2002;890.23
Oct 29, 2002;882.15
Oct 30, 2002;890.71
Oct 31, 2002;885.76
Nov 01, 2002;900.96
Nov 04, 2002;908.35
Nov 05, 2002;915.39
Nov 06, 2002;923.76
Nov 07, 2002;902.65
Nov 08, 2002;894.74
Nov 11, 2002;876.19
Nov 12, 2002;882.95
Nov 13, 2002;882.53
Nov 14, 2002;904.27
Nov 15, 2002;909.83
Nov 18, 2002;900.36
Nov 19, 2002;896.74
Nov 20, 2002;914.15
Nov 21, 2002;933.76
Nov 22, 2002;930.55
Nov 25, 2002;932.87
Nov 26, 2002;913.31
Nov 27, 2002;938.87
Nov 29, 2002;936.31
Dec 02, 2002;934.53
Dec 03, 2002;920.75
Dec 04, 2002;917.58
Dec 05, 2002;906.55
Dec 06, 2002;912.23
Dec 09, 2002;892
Dec 10, 2002;904.45
Dec 11, 2002;904.96
Dec 12, 2002;901.58
Dec 13, 2002;889.48
Dec 16, 2002;910.4
Dec 17, 2002;902.99
Dec 18, 2002;891.12
Dec 19, 2002;884.25
Dec 20, 2002;895.76
Dec 23, 2002;897.38
Dec 24, 2002;892.47
Dec 26, 2002;889.66
Dec 27, 2002;875.4
Dec 30, 2002;879.39
Dec 31, 2002;879.82
Jan 02, 2003;909.03
Jan 03, 2003;908.59
Jan 06, 2003;929.01
Jan 07, 2003;922.93
Jan 08, 2003;909.93
Jan 09, 2003;927.57
Jan 10, 2003;927.57
Jan 13, 2003;926.26
Jan 14, 2003;931.66
Jan 15, 2003;918.22
Jan 16, 2003;914.6
Jan 17, 2003;901.78
Jan 21, 2003;887.62
Jan 22, 2003;878.36
Jan 23, 2003;887.34
Jan 24, 2003;861.4
Jan 27, 2003;847.48
Jan 28, 2003;858.54
Jan 29, 2003;864.36
Jan 30, 2003;844.61
Jan 31, 2003;855.7
Feb 03, 2003;860.32
Feb 04, 2003;848.2
Feb 05, 2003;843.59
Feb 06, 2003;838.15
Feb 07, 2003;829.69
Feb 10, 2003;835.97
Feb 11, 2003;829.2
Feb 12, 2003;818.68
Feb 13, 2003;817.37
Feb 14, 2003;834.89
Feb 18, 2003;851.17
Feb 19, 2003;845.13
Feb 20, 2003;837.1
Feb 21, 2003;848.17
Feb 24, 2003;832.58
Feb 25, 2003;838.57
Feb 26, 2003;827.55
Feb 27, 2003;837.28
Feb 28, 2003;841.15
Mar 03, 2003;834.81
Mar 04, 2003;821.99
Mar 05, 2003;829.85
Mar 06, 2003;822.1
Mar 07, 2003;828.89
Mar 10, 2003;807.48
Mar 11, 2003;800.73
Mar 12, 2003;804.19
Mar 13, 2003;831.9
Mar 14, 2003;833.27
Mar 17, 2003;862.79
Mar 18, 2003;866.45
Mar 19, 2003;874.02
Mar 20, 2003;875.67
Mar 21, 2003;895.79
Mar 24, 2003;864.23
Mar 25, 2003;874.74
Mar 26, 2003;869.95
Mar 27, 2003;868.52
Mar 28, 2003;863.5
Mar 31, 2003;848.18
Apr 01, 2003;858.48
Apr 02, 2003;880.9
Apr 03, 2003;876.45
Apr 04, 2003;878.85
Apr 07, 2003;879.93
Apr 08, 2003;878.29
Apr 09, 2003;865.99
Apr 10, 2003;871.58
Apr 11, 2003;868.3
Apr 14, 2003;885.23
Apr 15, 2003;890.81
Apr 16, 2003;879.91
Apr 17, 2003;893.58
Apr 21, 2003;892.01
Apr 22, 2003;911.37
Apr 23, 2003;919.02
Apr 24, 2003;911.43
Apr 25, 2003;898.81
Apr 28, 2003;914.84
Apr 29, 2003;917.84
Apr 30, 2003;916.92
May 01, 2003;916.3
May 02, 2003;930.08
May 05, 2003;926.55
May 06, 2003;934.39
May 07, 2003;929.62
May 08, 2003;920.27
May 09, 2003;933.41
May 12, 2003;945.11
May 13, 2003;942.3
May 14, 2003;939.28
May 15, 2003;946.67
May 16, 2003;944.3
May 19, 2003;920.77
May 20, 2003;919.73
May 21, 2003;923.42
May 22, 2003;931.87
May 23, 2003;933.22
May 27, 2003;951.48
May 28, 2003;953.22
May 29, 2003;949.64
May 30, 2003;963.59
Jun 02, 2003;967
Jun 03, 2003;971.56
Jun 04, 2003;986.24
Jun 05, 2003;990.14
Jun 06, 2003;987.76
Jun 09, 2003;975.93
Jun 10, 2003;984.84
Jun 11, 2003;997.48
Jun 12, 2003;998.51
Jun 13, 2003;988.61
Jun 16, 2003;1010.74
Jun 17, 2003;1011.66
Jun 18, 2003;1010.09
Jun 19, 2003;994.7
Jun 20, 2003;995.69
Jun 23, 2003;981.64
Jun 24, 2003;983.45
Jun 25, 2003;975.32
Jun 26, 2003;985.82
Jun 27, 2003;976.22
Jun 30, 2003;974.5
Jul 01, 2003;982.32
Jul 02, 2003;993.75
Jul 03, 2003;985.7
Jul 07, 2003;1004.42
Jul 08, 2003;1007.84
Jul 09, 2003;1002.21
Jul 10, 2003;988.7
Jul 11, 2003;998.14
Jul 14, 2003;1003.86
Jul 15, 2003;1000.42
Jul 16, 2003;994.09
Jul 17, 2003;981.73
Jul 18, 2003;993.32
Jul 21, 2003;978.8
Jul 22, 2003;988.11
Jul 23, 2003;988.61
Jul 24, 2003;981.6
Jul 25, 2003;998.68
Jul 28, 2003;996.52
Jul 29, 2003;989.28
Jul 30, 2003;987.49
Jul 31, 2003;990.31
Aug 01, 2003;980.15
Aug 04, 2003;982.82
Aug 05, 2003;965.46
Aug 06, 2003;967.08
Aug 07, 2003;974.12
Aug 08, 2003;977.59
Aug 11, 2003;980.59
Aug 12, 2003;990.35
Aug 13, 2003;984.03
Aug 14, 2003;990.51
Aug 15, 2003;990.67
Aug 18, 2003;999.74
Aug 19, 2003;1002.35
Aug 20, 2003;1000.3
Aug 21, 2003;1003.27
Aug 22, 2003;993.06
Aug 25, 2003;993.71
Aug 26, 2003;996.73
Aug 27, 2003;996.79
Aug 28, 2003;1002.84
Aug 29, 2003;1008.01
Sep 02, 2003;1021.99
Sep 03, 2003;1026.27
Sep 04, 2003;1027.97
Sep 05, 2003;1021.39
Sep 08, 2003;1031.64
Sep 09, 2003;1023.17
Sep 10, 2003;1010.92
Sep 11, 2003;1016.42
Sep 12, 2003;1018.63
Sep 15, 2003;1014.81
Sep 16, 2003;1029.32
Sep 17, 2003;1025.97
Sep 18, 2003;1039.58
Sep 19, 2003;1036.3
Sep 22, 2003;1022.82
Sep 23, 2003;1029.03
Sep 24, 2003;1009.38
Sep 25, 2003;1003.27
Sep 26, 2003;996.85
Sep 29, 2003;1006.58
Sep 30, 2003;995.97
Oct 01, 2003;1018.22
Oct 02, 2003;1020.24
Oct 03, 2003;1029.85
Oct 06, 2003;1034.35
Oct 07, 2003;1039.25
Oct 08, 2003;1033.78
Oct 09, 2003;1038.73
Oct 10, 2003;1038.06
Oct 13, 2003;1045.35
Oct 14, 2003;1049.48
Oct 15, 2003;1046.76
Oct 16, 2003;1050.07
Oct 17, 2003;1039.32
Oct 20, 2003;1044.68
Oct 21, 2003;1046.03
Oct 22, 2003;1030.36
Oct 23, 2003;1033.77
Oct 24, 2003;1028.91
Oct 27, 2003;1031.13
Oct 28, 2003;1046.79
Oct 29, 2003;1048.11
Oct 30, 2003;1046.94
Oct 31, 2003;1050.71
Nov 03, 2003;1059.02
